PC1,PC2,PC3,cluster,democratic_connection_profile,Democracy satisfaction,Party trust,Political efficacy,Social trust,Income feeling,Left-right placement,Voting participation
1.7144060283425293,0.28426650342664006,-0.11042602090713745,1,Connected Democratic Core,8.0,5.0,3.25,6.333333333333333,1.0,4.0,1
0.8823745607108209,0.7103794200363729,0.9380997934709249,1,Connected Democratic Core,6.0,7.0,2.0,6.666666666666667,1.0,6.0,1
0.22116466142593716,-0.06486164157515419,-0.6658402070189088,1,Connected Democratic Core,8.0,4.0,1.0,6.333333333333333,1.0,3.0,1
-0.9237177928441727,1.9751168785478075,0.8887151192961399,0,Disappointed Democratic Participants,8.0,2.0,2.5,2.0,1.0,8.0,1
0.3724632376243941,-0.39401876213603626,-0.18943037055993137,1,Connected Democratic Core,6.0,4.0,2.75,6.333333333333333,2.0,4.0,1
1.2580164809980277,0.6245266142392312,0.2687118714958572,1,Connected Democratic Core,7.0,5.0,3.0,6.333333333333333,1.0,5.0,1
-0.4769118368656424,0.9064972272180684,-0.278077918992989,0,Disappointed Democratic Participants,9.0,3.0,2.0,2.0,1.0,5.0,1
0.05829898566132231,0.08322397087358267,-1.6037646646779928,0,Disappointed Democratic Participants,3.0,3.0,2.25,7.0,1.0,2.0,1
2.0815255662475973,0.18414628603578834,0.02044926837099635,1,Connected Democratic Core,8.0,7.0,3.5,5.333333333333333,1.0,4.0,1
2.685816832991861,0.09584976380006421,0.1999469642472253,1,Connected Democratic Core,9.0,6.0,3.75,7.333333333333333,1.0,4.0,1
2.4376632043352098,-0.08290182765563088,1.265157708961242,1,Connected Democratic Core,9.0,5.0,4.5,8.0,2.0,6.0,1
1.5965236555915554,-1.0313483780408625,-0.16476757012166404,1,Connected Democratic Core,7.0,7.0,3.0,6.666666666666667,2.0,3.0,1
1.036637434122516,0.03394962658182667,0.10611703046923145,1,Connected Democratic Core,8.0,6.0,1.5,7.0,1.0,4.0,1
0.865129618104509,-0.8989196579063347,-0.39426500014229177,1,Connected Democratic Core,8.0,5.0,2.5,6.0,2.0,3.0,1
1.6702207623820027,0.10974953353818868,-0.70198591894599,1,Connected Democratic Core,6.0,5.0,3.5,6.666666666666667,1.0,3.0,1
2.523197347287928,-0.5729588296284813,0.9938590230090653,1,Connected Democratic Core,9.0,8.0,4.0,6.333333333333333,2.0,5.0,1
0.615645342849016,1.366611486968255,0.9819888779622982,1,Connected Democratic Core,6.0,4.0,3.0,6.333333333333333,1.0,7.0,1
0.8718923833503603,0.8463061360157483,-0.01571190358616313,1,Connected Democratic Core,7.0,3.0,3.25,6.0,1.0,5.0,1
2.6380149309179415,-0.3000310094491516,-0.16820958039965322,1,Connected Democratic Core,9.0,7.0,3.25,7.0,1.0,3.0,1
-2.481195988790938,0.49549695643207253,-0.6457024201225574,0,Disappointed Democratic Participants,1.0,1.0,1.5,5.0,2.0,5.0,1
0.3396180615823942,1.030200523436796,-0.23739031471987648,1,Connected Democratic Core,3.0,3.0,3.25,7.0,1.0,5.0,1
0.8459972071506585,-0.20692526575092182,-0.4356716157742919,1,Connected Democratic Core,8.0,5.0,1.25,7.333333333333333,1.0,3.0,1
1.6725710815211887,0.395381467333808,0.5324759337240923,1,Connected Democratic Core,10.0,6.0,2.75,5.333333333333333,1.0,5.0,1
1.6826873109497145,0.009661471888526686,-0.608269669845384,1,Connected Democratic Core,10.0,3.0,3.0,6.666666666666667,1.0,3.0,1
1.6778852322060755,-1.6106460263087605,-1.0920373870210112,1,Connected Democratic Core,7.0,6.0,2.75,7.666666666666667,2.0,1.0,1
1.035410426531956,0.9588427363846053,0.6818671944822841,1,Connected Democratic Core,6.0,5.0,3.0,6.666666666666667,1.0,6.0,1
-1.7399470376335517,1.1906862695562161,-1.4581863631783583,0,Disappointed Democratic Participants,3.0,0.0,2.25,3.3333333333333335,1.0,4.0,1
-1.252338862925615,-1.680469450555589,1.2220575139598917,2,Disengaged Non-voters,4.0,4.0,3.0,4.333333333333333,2.0,5.0,0
1.286732511834676,0.3528774991641316,-0.22756097264534178,1,Connected Democratic Core,7.0,5.0,3.0,6.0,1.0,4.0,1
-0.4225147958083062,0.8129271482466676,-0.08769393952360632,0,Disappointed Democratic Participants,5.0,3.0,1.5,6.666666666666667,1.0,5.0,1
-0.3400299076451598,1.4441545435771672,0.7952482602601817,0,Disappointed Democratic Participants,7.0,2.0,2.0,6.0,1.0,7.0,1
-1.84361136653735,-0.010938219339550569,-0.7974307110647484,0,Disappointed Democratic Participants,2.0,1.0,1.25,7.0,2.0,4.0,1
2.143673391896769,-0.18433189934984276,-0.33377346148520837,1,Connected Democratic Core,8.0,6.0,3.0,7.333333333333333,1.0,3.0,1
0.5494474882610715,-2.699458877864701,-0.7232411881506648,2,Disengaged Non-voters,5.0,6.0,2.5,6.333333333333333,1.0,0.0,0
